File,Equipment ID,Loop/Stream ID,Description,Location
973011021C.dxf,021-E-1,,21,"(42.0, 468.0, 0.0)"
973011111C.dxf,111-E-15,P003,"WATER WASH PUMP, IN, Z, BMS, OUT, 111, HEAD, 6B, FLOW","(516.0, 141.0, 0.0)"
973011111C.dxf,973011111-E-16,T001,"OF_LEVEL, TOPT, CONS, 973011111, DIAM, FEEDWATER TANK, HEIGHT, TIME, 6B, VOL","(306.0, 234.0, 0.0)"
973011111C.dxf,973011111-E-17,M002,"973011111, 6B, DAERATOR, 111","(417.0, 294.0, 0.0)"
973011111C.dxf,973011111-E-18,P003-M01,"WATER WASH PUMP, 973011111, 111, 6B","(474.0, 138.0, 0.0)"
973011121C.dxf,021-E-12,W006,"121, 6B, DESUPERHEATER, 021","(248.48, 474.38, 0.0)"
973011121C.dxf,973011121A-E-18,,"973011121A, FW VALVE TURBINE PUMP, 6B-HV-1205","(383.36, 129.44, 0.0)"
973011121C.dxf,973011121A-E-19,,"973011121A, FW VALVE TURBINE PUMP, 6B-HV-1205-M01, 121, 6B","(315.0, 90.0, 0.0)"
973011121C.dxf,973011121A-E-20,,"973011121A, 6B-HV-1215","(393.0, 159.0, 0.0)"
973011121C.dxf,973011121A-E-21,,"6B-HV-1215-M01, 973011121A, 121, 6B, FW VALVE PUMP 2","(380.34, 163.72, 0.0)"
973011121C.dxf,973011121A-E-23,,"6B-HV-1225, 973011121A, FW VALVE PUMP 3","(455.24, 189.36, 0.0)"
973011121C.dxf,973011121A-E-24,,"973011121A, 121, FW VALVE PUMP 3, 6B, 6B-HV-1225-M01","(457.67, 202.32, 0.0)"
973011171C.dxf,X171-E-166.04,"M017, X171","166.04, 171, 6B, AIR VENTING","(292.06, 355.7, 0.0)"
973011171C.dxf,X171-E-122.02,"M012, X171","122.02, 171, 6B, ECONOMIZER II","(537.0, 290.44, 0.0)"
973011171C.dxf,X171-E-122.01,"M011, X171","171, 6B, ECONOMIZER I, 122.01","(365.95, 284.3, 0.0)"
973011171C.dxf,171-E-18,M013,"171, 6B, DOLEZAL","(585.0, 396.0, 0.0)"
973011171C.dxf,X171-E-101.01,"T015, X171","STEAM DRUM, 6B, OF_LEVEL","(621.0, 543.0, 0.0)"
973011171C.dxf,973011171A-E-20,,"6B-HV-1707, 171, Filling valve, 973011171A, 6B","(220.46, -24.01, 0.0)"
973011171C.dxf,973011171A-E-21,,"171, 973011171A, 6B, 6B-HV-1705, FW Valve","(270.09, -21.82, 0.0)"
973011171C.dxf,973011171A-E-22,,"6B-HV-1705-M01, 171, FW valve, 973011171A, 6B","(312.41, -30.58, 0.0)"
973011171C.dxf,973011171A-E-23,,"171, Filling valve, 973011171A, 6B-HV-1707-M01, 6B","(292.57, -27.66, 0.0)"
973011181C.dxf,121-E-119.01,,"121, 119.01, BOILER BANK MAIN INLET HEADER","(360.27, 222.19, 0.0)"
973011181C.dxf,121-E-113.01,,"121, BOILER BANK, 113.01","(360.27, 249.19, 0.0)"
973011181C.dxf,121-E-112.06,,"121, FURNACE BOTTOM, 112.06","(363.34, 102.73, 0.0)"
973011181C.dxf,121-E-118.01,,"121, MAIN INLET HEADER","(367.48, 121.47, 0.0)"
973011181C.dxf,121-E-110.01,M019,"110.01, FURNACE, 121, 181, 6B","(366.43, 162.4, 0.0)"
973011181C.dxf,X171-E-101.01,"T015, X171","STEAM DRUM, 6B, OF_LEVEL","(411.0, 423.0, 0.0)"
973011201C.dxf,131-E-131.02,M022,"201, 131, 131.02, 6B, SUPERHEATER IB","(370.12, 196.87, 0.0)"
973011201C.dxf,131-E-131.01,M021,"201, 131.01, SUPERHEATER IA, 131, 6B","(442.12, 133.87, 0.0)"
973011201C.dxf,131-E-131.05,M029,"201, 131.05, 131, 6B, SUPERHEATER III","(394.16, 467.47, 0.0)"
973011201C.dxf,131-E-141.01.01,W023,"201, 131, DESUPERHEATER 1, LEFT, 6B, 141.01.01","(358.24, 217.32, 0.0)"
973011201C.dxf,131-E-141.01.02,W024,"201, 131, 141.01.02, 6B, DESUPERHEATER 1, RIGHT","(454.18, 216.07, 0.0)"
973011201C.dxf,131-E-141.02.02,W028,"201, 141.02.02, DESUPERHEATER 2, RIGHT, 131, 6B","(458.01, 393.06, 0.0)"
973011201C.dxf,131-E-141.02.01,W027,"201, 131, 141.02.01, 6B, DESUPERHEATER 2, LEFT","(363.08, 396.06, 0.0)"
973011201C.dxf,131-E-131.04.01,M026,"201, 131.04.01, 131, 6B, SUPERHEATER II","(397.16, 284.81, 0.0)"
973011201C.dxf,X171-E-101.01,"T015, X171","STEAM DRUM, 6B, OF_LEVEL","(351.0, -24.0, 0.0)"
973011201C.dxf,973011201A-E-19,,"SPRAY WATER VALVE, 973011201A, 6B-HV-2072","(168.14, 346.64, 0.0)"
973011201C.dxf,973011201A-E-20,,"Spray water valve, 973011201A, 201, 6B-HV-2072-M01, 6B","(147.0, 354.0, 0.0)"
973011201C.dxf,973011201A-E-21,,"Spray water valve, 973011201A, 6B-HV-2075","(168.0, 252.0, 0.0)"
973011201C.dxf,973011201A-E-22,,973011201A,"(-108.0, 255.0, 0.0)"
973011201C.dxf,973011201A-E-23,,"Spray water valve, 973011201A, 201, 6B-HV-2075-M01, 6B","(150.0, 255.0, 0.0)"
973011211C.dxf,141-E-691.01.01,M031,"SILENCER, 141, 6B, 211, 691.01.01","(254.06, 529.97, 0.0)"
973011211C.dxf,973011211A-E-10,,"973011211A, 6B-HV-2111","(375.95, -113.58, 0.0)"
973011211C.dxf,973011211A-E-11,,"973011211A, 6B-HV-2112","(386.26, -56.86, 0.0)"
973011211C.dxf,973011211A-E-12,,"973011211A, Start-up valve 1, 6B-HV-2111-M01, 211, 6B","(-73.98, 173.73, 0.0)"
973011211C.dxf,973011211A-E-13,,"973011211A, Start-up valve 2, 6B, 211, 6B-HV-2112-M01","(-80.85, 227.37, 0.0)"
973011211C.dxf,973011211A-E-14,,"973011211A, 6B-HV-2104","(377.99, -71.12, 0.0)"
973011211C.dxf,973011211A-E-15,,"973011211A, 6B-HV-2105","(445.05, -121.06, 0.0)"
973011211C.dxf,973011211A-E-16,,"973011211A, MAin steam valve, 211, 6B-HV-2104-M01, 6B","(370.85, -59.55, 0.0)"
973011211C.dxf,973011211A-E-17,,"973011211A, Main steam valve, 211, 6B, 6B-HV-2105-M01","(425.79, -127.88, 0.0)"
973011211C.dxf,141-E-164.08,W032,"SAMPLE PRECOOLER, 6B, 211, 141","(420.0, 42.0, 0.0)"
973011221C.dxf,231-E-401.01.03,M101,"231, 401.01.03, 221, 6B, SOOTBLOWER 01","(207.09, 415.57, 0.0)"
973011221C.dxf,231-E-401.01.05,M103,"401.01.05, SOOTBLOWER 3, 231, 221, 6B","(207.09, 379.96, 0.0)"
973011221C.dxf,231-E-401.01.07,M105,"401.01.07, 231, 221, 6B, SOOTBLOWER 5","(192.82, 304.26, 0.0)"
973011221C.dxf,231-E-401.01.17,M109,"231, SOOTBLOWER 9, 221, 6B","(250.98, 410.05, 0.0)"
973011221C.dxf,231-E-401.01.19,M111,"231, 221, 6B, SOOTBLOWER 11","(250.98, 383.12, 0.0)"
973011221C.dxf,231-E-401.01.21,M113,"231, 221, 6B, SOOTBLOWER 13","(250.98, 344.26, 0.0)"
973011221C.dxf,231-E-401.01.27,M119,"231, 221, 6B, SOOTBLOWER 19","(112.98, 337.04, 0.0)"
973011221C.dxf,231-E-401.01.29,M117,"231, 221, 6B, SOOTBLOWER 17","(287.66, 453.76, 0.0)"
973011221C.dxf,231-E-401.01.33,M121,"231, 221, 6B, SOOTBLOWER 21","(113.62, 292.49, 0.0)"
973011221C.dxf,231-E-401.01.39,M171,"231, 221, 6B, SOOTBLOWER 71","(808.06, 287.85, 0.0)"
973011221C.dxf,231-E-401.01.41,M131,"231, 221, 6B, SOOTBLOWER 31","(112.06, 275.03, 0.0)"
973011221C.dxf,231-E-401.01.45,M135,"231, 221, 6B, SOOTBLOWER 35","(124.06, 269.66, 0.0)"
973011221C.dxf,231-E-401.01.47,M145,"231, 221, 6B, SOOTBLOWER 45","(115.46, 192.98, 0.0)"
973011221C.dxf,231-E-401.01.59,M159,"231, 221, 6B, SOOTBLOWER 59","(127.8, 116.84, 0.0)"
973011221C.dxf,231-E-401.01.61,M151,"231, 221, 6B, SOOTBLOWER 51","(121.8, 169.1, 0.0)"
973011221C.dxf,231-E-401.01.63,M167,"231, 221, 6B, SOOTBLOWER 67","(706.8, 298.55, 0.0)"
973011221C.dxf,231-E-401.01.67,M169,"231, 221, 6B, SOOTBLOWER 69","(567.74, 203.84, 0.0)"
973011221C.dxf,231-E-401.01.69,M147,"231, SOOTBLOWER 47, 221, 6B","(114.74, 172.1, 0.0)"
973011221C.dxf,231-E-401.01.15,M133,"231, 221, 6B, SOOTBLOWER 33","(113.32, 255.72, 0.0)"
973011221C.dxf,231-E-401.01.31,M153,"231, 221, 6B, SOOTBLOWER 53","(108.77, 146.82, 0.0)"
973011221C.dxf,231-E-401.01.65,M149,"231, 221, 6B, SOOTBLOWER 49","(118.8, 166.55, 0.0)"
973011221C.dxf,231-231-E-12,,231,"(492.0, 334.4, 0.0)"
973011221C.dxf,231-231-E-13,,231,"(549.0, 337.4, 0.0)"
973011221C.dxf,231-231-E-20,M143,"231, 221, 6B, SOOTBLOWER 43","(101.95, 173.94, 0.0)"
973011221C.dxf,231-231-E-21,M137,"231, SOOTBLOWER 37, 221, 6B","(106.86, 226.94, 0.0)"
973011221C.dxf,231-231-E-22,M139,"231, 221, 6B, SOOTBLOWER 39","(113.83, 228.1, 0.0)"
973011221C.dxf,231-231-E-23,M141,"231, SOOTBLOWER 41, 221, 6B","(112.29, 221.71, 0.0)"
973011221C.dxf,231-231-E-24,M161,"231, SOOTBLOWER 61, 221, 6B","(121.78, 101.35, 0.0)"
973011221C.dxf,231-231-E-25,,231,"(416.27, 238.94, 0.0)"
973011221C.dxf,231-231-E-26,M155,"231, SOOTBLOWER 55, 221, 6B","(107.75, 131.03, 0.0)"
973011221C.dxf,231-231-E-27,M157,"231, 221, 6B, SOOTBLOWER 57","(122.19, 113.27, 0.0)"
973011221C.dxf,231-231-E-30,,231,"(30.0, 414.0, 0.0)"
973011221C.dxf,231-231-E-43,M129,"231, 221, 6B, SOOTBLOWER 29","(117.0, 290.0, 0.0)"
973011221C.dxf,231-231-E-44,M127,"231, 221, 6B, SOOTBLOWER 27","(99.0, 264.0, 0.0)"
973011221C.dxf,231-231-E-45,M125,"231, 221, 6B, SOOTBLOWER 25","(111.0, 294.0, 0.0)"
973011221C.dxf,231-E-401.01.03.8,,231,"(-221.9, 378.54, 0.0)"
973011221C.dxf,231-E-401.01.03.9,,231,"(-183.48, 378.54, 0.0)"
973011221C.dxf,231-E-401.01.62,M165,"231, 221, 6B, SOOTBLOWER 65","(718.19, 313.1, 0.0)"
973011221C.dxf,231-E-401.01.64,M163,"231, 221, 6B, SOOTBLOWER 63","(712.39, 324.77, 0.0)"
973011221C.dxf,231-231-E-13.6,,231,"(612.61, 337.4, 0.0)"
973011221C.dxf,231-E-401.01.40,M173,"231, 221, 6B, SOOTBLOWER 73","(712.06, 271.78, 0.0)"
973011221C.dxf,231-E-401.01.42,M175,"231, 221, 6B, SOOTBLOWER 75","(802.06, 265.91, 0.0)"
973011221C.dxf,973011221-E-47,M107,"SOOTBLOWER 7, 221, 6B, 973011221","(192.0, 255.0, 0.0)"
973011221C.dxf,973011221-E-48,M115,"221, 6B, 973011221, SOOTBLOWER 15","(219.0, 261.0, 0.0)"
973011221C.dxf,973011221-E-49,M123,"221, 6B, 973011221, SOOTBLOWER 23","(297.0, 261.0, 0.0)"
973011221C.dxf,973011221A-E-50,M101-M01,"973011221A, Sootblower 1, 221, 6B","(177.0, 441.0, 0.0)"
973011221C.dxf,973011221A-E-51,M109-M01,"973011221A, 221, Sootblower 9, 6B","(198.0, 444.0, 0.0)"
973011221C.dxf,973011221A-E-52,M117-M01,"973011221A, Sootblower 17, 221, 6B","(249.0, 444.0, 0.0)"
973011221C.dxf,973011221A-E-55,M111-M01,"973011221A, 221, 6B, Sootblower 11","(234.0, 387.0, 0.0)"
973011221C.dxf,973011221A-E-56,M103-M01,"973011221A, 221, 6B, Sootblower 3","(183.0, 387.0, 0.0)"
973011221C.dxf,973011221A-E-57,M119-M01,"973011221A, Sootblower 19, 221, 6B","(279.0, 387.0, 0.0)"
973011221C.dxf,973011221A-E-58,M105-M01,"Sootblower 5, 973011221A, 221, 6B","(189.0, 324.0, 0.0)"
973011221C.dxf,973011221A-E-59,M113-M01,"973011221A, 221, 6B, Sootblower 13","(240.0, 327.0, 0.0)"
973011221C.dxf,973011221A-E-601,M121-M01,"Sootblower 21, 973011221A, 221, 6B","(279.0, 333.0, 0.0)"
973011221C.dxf,973011221A-E-61,M107-M01,"973011221A, 221, 6B, Sootblower 7","(183.0, 264.0, 0.0)"
973011221C.dxf,973011221A-E-62,M115-M01,"Sootblower 15, 973011221A, 221, 6B","(240.0, 264.0, 0.0)"
973011221C.dxf,973011221A-E-63,M123-M01,"973011221A, 221, 6B, Sootblower 23","(285.0, 267.0, 0.0)"
973011221C.dxf,973011221A-E-64.1,M125-M01,"973011221A, 221, 6B, Sootblower 25","(354.0, 453.0, 0.0)"
973011221C.dxf,973011221A-E-65,M127-M01,"973011221A, 6B, 221, Sootblower 27","(315.0, 387.0, 0.0)"
973011221C.dxf,973011221A-E-66,M129-M01,"973011221A, 221, 6B, Sootblower 29","(321.0, 327.0, 0.0)"
973011221C.dxf,973011221A-E-67,M131-M01,"973011221A, 221, 6B, Sootblower 31","(378.0, 384.0, 0.0)"
973011221C.dxf,973011221A-E-68,M133-M01,"973011221A, 6B, 221, Sootblower 33","(378.0, 351.0, 0.0)"
973011221C.dxf,973011221A-E-69,M135-M01,"973011221A, 221, 6B, Sootblower 35","(372.0, 327.0, 0.0)"
973011221C.dxf,973011221A-E-70,M137-M01,"973011221A, 221, 6B, Sootblower 37","(399.0, 405.0, 0.0)"
973011221C.dxf,973011221A-E-71,M139-M01,"973011221A, 6B, 221, Sootblower 39","(426.0, 348.0, 0.0)"
973011221C.dxf,973011221A-E-72,M141-M01,"973011221A, 221, 6B, Sootblower 41","(408.0, 315.0, 0.0)"
973011221C.dxf,973011221A-E-73,M143-M01,"973011221A, Sootblower 43, 221, 6B","(441.0, 378.0, 0.0)"
973011221C.dxf,973011221A-E-74,M145-M01,"973011221A, 221, 6B, Sootblower 45","(426.0, 342.0, 0.0)"
973011221C.dxf,973011221A-E-75,M147-M01,"973011221A, 6B, 221, Sootblower 47","(432.0, 264.0, 0.0)"
973011221C.dxf,973011221A-E-76,M149-M01,"973011221A, 221, 6B, Sootblower 49","(438.0, 234.0, 0.0)"
973011221C.dxf,973011221A-E-77,M151-M01,"973011221A, 221, 6B, Sootblower 51","(435.0, 225.0, 0.0)"
973011221C.dxf,973011221A-E-78,M153-M01,"Sootblower 53, 973011221A, 221, 6B","(435.0, 198.0, 0.0)"
973011221C.dxf,973011221A-E-79,M155-M01,"973011221A, 221, Sootblower 55, 6B","(432.0, 165.0, 0.0)"
973011221C.dxf,973011221A-E-80,M157-M01,"973011221A, 221, 6B, Sootblower 57","(438.0, 129.0, 0.0)"
973011221C.dxf,973011221A-E-81,M159-M01,"973011221A, 221, 6B, Sootblower 59","(489.0, 342.0, 0.0)"
973011221C.dxf,973011221A-E-82,M161-M01,"Sootblower 61, 973011221A, 221, 6B","(519.0, 408.0, 0.0)"
973011221C.dxf,973011221A-E-83,M163-M01,"Sootblower 63, 973011221A, 221, 6B","(528.0, 282.0, 0.0)"
973011221C.dxf,973011221A-E-84,M165-M01,"973011221A, 221, 6B, Sootblower 65","(522.0, 210.0, 0.0)"
973011221C.dxf,973011221A-E-85,M167-M01,"Sootblower 67, 973011221A, 221, 6B","(510.0, 141.0, 0.0)"
973011221C.dxf,973011221A-E-86,M169-M01,"973011221A, 221, Sootblower 69, 6B","(579.0, 408.0, 0.0)"
973011221C.dxf,973011221A-E-87,M171-M01,"973011221A, 221, 6B, Sootblower 71","(594.0, 288.0, 0.0)"
973011221C.dxf,973011221A-E-88,M173-M01,"Sootblower 73, 973011221A, 221, 6B","(591.0, 210.0, 0.0)"
973011221C.dxf,973011221A-E-89,M175-M01,"Sootblower 75, 973011221A, 221, 6B","(594.0, 141.0, 0.0)"
973011221C.dxf,973011221A-E-90,,"973011221A, 6B-HV-2216","(197.8, -12.77, 0.0)"
973011221C.dxf,973011221A-E-91,,"973011221A, 6B-HV-2222","(349.75, -25.63, 0.0)"
973011221C.dxf,973011221A-E-92,,"973011221A, 6B-HV-2227","(525.66, -26.63, 0.0)"
973011221C.dxf,973011221A-E-93,,"973011221A, SB steam condensate, 6B-HV-2216-M01, 221, 6B","(230.33, -11.61, 0.0)"
973011221C.dxf,973011221A-E-94,,"973011221A, SB steam condensate, 221, 6B, 6B-HV-2222-M01","(404.74, -8.31, 0.0)"
973011221C.dxf,973011221A-E-95,,"973011221A, 6B-HV-2227-M01, SB steam condensate, 221, 6B","(492.73, -5.93, 0.0)"
973011221C.dxf,973011221A-E-96,,"973011221A, 6B-HV-2201, SB steam valve","(-43.3, 517.75, 0.0)"
973011221C.dxf,973011221A-E-98,,"973011221A, 6B-HV-2201-M01, SB steam valve, 211, 6B","(150.0, 516.0, 0.0)"
973011221C.dxf,973011221A-E-991,,"973011221A, 6B-HV-2204","(141.0, 600.0, 0.0)"
973011221C.dxf,973011221A-E-100,,"973011221A, SB steam valve, 211, 6B-HV-2204-M01, 6B","(141.0, 606.0, 0.0)"
973011221C.dxf,973011221B-E-101,,973011221B,"(-60.0, 321.0, 0.0)"
973011221C.dxf,973011221B-E-102,,973011221B,"(-63.0, 261.0, 0.0)"
973011221C.dxf,973011221B-E-103,,973011221B,"(-69.0, 360.0, 0.0)"
973011231C.dxf,232-E-401.01.04,M102,"SOOTBLOWER 02, 232, 231, 401.01.04, 6B","(674.08, 537.42, 0.0)"
973011231C.dxf,232-E-401.01.06,M104,"231, SOOTBLOWER 4, 6B, 232","(746.08, 544.69, 0.0)"
973011231C.dxf,232-E-401.01.08,M122,"231, 6B, SOOTBLOWER 22, 232","(740.08, 407.7, 0.0)"
973011231C.dxf,232-E-401.01.12,M116,"231, SOOTBLOWER 16, 6B, 232","(623.08, 288.89, 0.0)"
973011231C.dxf,232-E-401.01.18,M110,"231, 6B, SOOTBLOWER 10, 232","(734.31, 518.84, 0.0)"
973011231C.dxf,232-E-401.01.20,M112,"231, 6B, SOOTBLOWER 12, 232","(719.31, 508.69, 0.0)"
973011231C.dxf,232-E-401.01.22,M106,"231, 6B, SOOTBLOWER 6, 232","(740.31, 551.7, 0.0)"
